tenant_id,customer_id,external_tx_id,amount,currency,tx_timestamp,classification,merchant_category,device_id,ip_address_hash,location_country,channel,source,notes
550e8400-e29b-41d4-a716-446655440000,1c844898-e6be-4c71-a9be-b5438e1ec76b,txn-000019,712.15,GHS,2025-01-01T12:48:00Z,CONFIRMED_LEGIT,RETAIL,device-ring-1,ip-hash-186,NG,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,2c414825-d956-4334-bf48-a65407fd57d0,txn-000020,3608.51,USD,2025-01-01T15:36:00Z,CONFIRMED_FRAUD,GAMBLING,device-ring-2,ip-hash-123,NG,MOBILE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,cfe21c21-523a-48aa-9767-0060e8e7ee21,txn-000021,705.16,GHS,2025-01-01T18:00:00Z,FALSE_POSITIVE,GAMBLING,device-0007,ip-hash-23,GB,WEB,ANALYST,
550e8400-e29b-41d4-a716-446655440000,39074cb8-9019-4a8e-9067-e9baa8bec793,txn-000022,653.69,GHS,2025-01-01T08:21:00Z,CONFIRMED_LEGIT,RETAIL,device-0047,ip-hash-168,US,WEB,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,66b65ef7-c43a-4fa7-93fd-f6744a6c2a3c,txn-000023,496.05,USD,2025-01-01T09:06:00Z,FALSE_POSITIVE,RETAIL,device-0059,ip-hash-135,US,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,09b0bd1d-4a4e-462d-a873-b0e24a46ef44,txn-000024,30.05,GHS,2025-01-01T19:07:00Z,FALSE_POSITIVE,RETAIL,device-0052,ip-hash-67,GB,MOBILE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,d9443590-5da7-4c29-838f-8cac6e81263e,txn-000025,808.45,GHS,2025-01-01T16:24:00Z,FALSE_POSITIVE,RETAIL,device-0058,ip-hash-129,US,MOBILE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,646cd16a-e8e5-4719-9c5f-cc1de6330925,txn-000026,3416.8,USD,2025-01-01T08:25:00Z,CONFIRMED_FRAUD,GAMBLING,device-0032,ip-hash-37,GB,MOBILE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,e90b1b8f-3351-4dca-a5f8-b21503d32f3c,txn-000027,468.92,USD,2025-01-01T09:18:00Z,FALSE_POSITIVE,RETAIL,device-0003,ip-hash-64,US,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,24fb437a-0def-4698-b341-a661e7b4e17f,txn-000028,3493.93,GHS,2025-01-01T11:09:00Z,CONFIRMED_FRAUD,GAMBLING,device-0049,ip-hash-84,US,WEB,ANALYST,
550e8400-e29b-41d4-a716-446655440000,646cd16a-e8e5-4719-9c5f-cc1de6330925,txn-000029,432.84,USD,2025-01-01T14:04:00Z,FALSE_POSITIVE,CRYPTO,device-0032,ip-hash-115,US,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,332d4391-de83-44c7-8fcf-bd96fc38a1b0,txn-000030,69.93,USD,2025-01-01T22:30:00Z,FALSE_POSITIVE,RETAIL,device-ring-4,ip-hash-199,US,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,f13dfd0b-f834-4127-8921-3259bec79f3a,txn-000031,870.95,USD,2025-01-01T18:00:00Z,FALSE_POSITIVE,RETAIL,device-0016,ip-hash-171,US,MOBILE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,0ad15ddf-a279-4741-9b40-b31da39aabfc,txn-000032,366.41,USD,2025-01-01T09:02:00Z,CONFIRMED_LEGIT,RETAIL,device-ring-4,ip-hash-87,GB,WEB,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,1c844898-e6be-4c71-a9be-b5438e1ec76b,txn-000033,468.1,USD,2025-01-01T08:32:00Z,FALSE_POSITIVE,RETAIL,device-0001,ip-hash-22,NG,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,b3f924eb-fe0e-4037-a028-90d8a51b4e92,txn-000034,247.05,GHS,2025-01-01T22:18:00Z,FALSE_POSITIVE,RETAIL,device-0057,ip-hash-104,US,WEB,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,cfb24afb-022a-4285-81c1-260916fbd235,txn-000035,968.17,USD,2025-01-01T08:34:00Z,CONFIRMED_FRAUD,CRYPTO,device-ring-3,ip-hash-67,GH,MOBILE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,f13dfd0b-f834-4127-8921-3259bec79f3a,txn-000036,411.13,USD,2025-01-01T15:35:00Z,FALSE_POSITIVE,RETAIL,device-0016,ip-hash-12,US,MOBILE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,f13dfd0b-f834-4127-8921-3259bec79f3a,txn-000037,1891.32,GHS,2025-01-01T16:24:00Z,CONFIRMED_FRAUD,GAMBLING,device-ring-3,ip-hash-129,US,WEB,ANALYST,
550e8400-e29b-41d4-a716-446655440000,63274ce6-b514-4acc-938e-00a9fee17e65,txn-000038,2202.87,USD,2025-01-01T21:34:00Z,CONFIRMED_FRAUD,GAMBLING,device-0051,ip-hash-132,GB,MOBILE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,82c5c5f4-7c32-45de-85b8-ce6ff157eb58,txn-000039,586.84,GHS,2025-01-01T21:18:00Z,FALSE_POSITIVE,RETAIL,device-0006,ip-hash-177,US,MOBILE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,70f8eb65-f9d7-4167-af77-e596a060def2,txn-000040,637.52,USD,2025-01-01T11:54:00Z,FALSE_POSITIVE,RETAIL,device-ring-2,ip-hash-4,GH,WEB,ANALYST,
550e8400-e29b-41d4-a716-446655440000,7d08bda6-3e20-4e30-b15e-621abb09b030,txn-000041,4857.46,USD,2025-01-02T00:00:00Z,CONFIRMED_FRAUD,GAMBLING,device-ring-2,ip-hash-178,NG,MOBILE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,ee32f7c1-417b-4584-954a-a513ccfa4c6a,txn-000042,3453.28,GHS,2025-01-01T23:02:00Z,CONFIRMED_FRAUD,GAMBLING,device-0011,ip-hash-63,GH,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,607f2af5-230f-4c4f-a8c4-56e2b9cdc1a6,txn-000043,2746.13,USD,2025-01-01T16:24:00Z,CONFIRMED_FRAUD,GAMBLING,device-ring-3,ip-hash-24,NG,MOBILE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,332d4391-de83-44c7-8fcf-bd96fc38a1b0,txn-000044,357.61,USD,2025-01-01T10:09:00Z,FALSE_POSITIVE,RETAIL,device-0025,ip-hash-169,GB,WEB,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,7181fab5-fe0e-4368-aa2b-6f4b5330c6b1,txn-000045,5234.6,GHS,2025-01-01T23:24:00Z,CONFIRMED_FRAUD,CRYPTO,device-ring-4,ip-hash-188,US,MOBILE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,6f309483-3f61-4c23-bc27-5f07072a550a,txn-000046,641.51,USD,2025-01-01T13:15:00Z,FALSE_POSITIVE,CRYPTO,device-0037,ip-hash-11,US,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,c2d52b65-7125-4c6c-81b5-f23a71f7f771,txn-000047,504.88,GHS,2025-01-01T23:20:00Z,FALSE_POSITIVE,RETAIL,device-0024,ip-hash-1,GB,MOBILE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,66b65ef7-c43a-4fa7-93fd-f6744a6c2a3c,txn-000048,484.0,GHS,2025-01-01T10:21:00Z,FALSE_POSITIVE,RETAIL,device-0059,ip-hash-65,GH,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,68a2275e-75fc-4735-a27c-bf3202a39d44,txn-000049,211.51,USD,2025-01-01T21:36:00Z,FALSE_POSITIVE,RETAIL,device-0046,ip-hash-123,NG,MOBILE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,81599646-0fa3-4312-a8d9-25d46ddf4059,txn-000050,74.34,GHS,2025-01-02T06:52:00Z,FALSE_POSITIVE,RETAIL,device-0040,ip-hash-160,US,MOBILE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,e90b1b8f-3351-4dca-a5f8-b21503d32f3c,txn-000051,875.4,GHS,2025-01-02T06:30:00Z,FALSE_POSITIVE,RETAIL,device-ring-1,ip-hash-119,GB,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,b3f924eb-fe0e-4037-a028-90d8a51b4e92,txn-000052,283.95,GHS,2025-01-01T19:54:00Z,FALSE_POSITIVE,RETAIL,device-0057,ip-hash-20,GB,WEB,ANALYST,
550e8400-e29b-41d4-a716-446655440000,5fbb28a3-2769-4b99-8b93-f7e7fc57c570,txn-000053,837.83,GHS,2025-01-01T19:16:00Z,FALSE_POSITIVE,RETAIL,device-ring-2,ip-hash-34,NG,MOBILE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,20f0e7cc-7d31-4241-a64b-155f10a0f09c,txn-000054,808.45,GHS,2025-01-01T09:46:00Z,FALSE_POSITIVE,RETAIL,device-ring-3,ip-hash-104,NG,MOBILE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,607f2af5-230f-4c4f-a8c4-56e2b9cdc1a6,txn-000055,113.21,USD,2025-01-01T23:18:00Z,FALSE_POSITIVE,RETAIL,device-ring-3,ip-hash-51,GH,WEB,ANALYST,
550e8400-e29b-41d4-a716-446655440000,20f0e7cc-7d31-4241-a64b-155f10a0f09c,txn-000056,3097.03,GHS,2025-01-02T10:35:00Z,CONFIRMED_FRAUD,RETAIL,device-ring-3,ip-hash-13,NG,MOBILE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,86e0094f-5279-48e3-a13b-f12987e95aff,txn-000057,573.29,GHS,2025-01-02T00:48:00Z,FALSE_POSITIVE,RETAIL,device-0053,ip-hash-49,NG,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,63274ce6-b514-4acc-938e-00a9fee17e65,txn-000058,363.04,USD,2025-01-01T18:27:00Z,FALSE_POSITIVE,CRYPTO,device-0051,ip-hash-13,GB,WEB,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,28d36da0-bb9f-4891-aab3-60df38894dba,txn-000059,6164.66,USD,2025-01-02T05:16:00Z,CONFIRMED_FRAUD,CRYPTO,device-0048,ip-hash-44,GB,WEB,ANALYST,
550e8400-e29b-41d4-a716-446655440000,83633d31-12e2-4780-ad8a-7e887b2f5766,txn-000060,666.43,GHS,2025-01-01T21:46:00Z,FALSE_POSITIVE,CRYPTO,device-ring-3,ip-hash-143,GB,MOBILE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,d7047120-123d-4ced-95f9-ee3edb96b449,txn-000061,1930.38,GHS,2025-01-01T20:00:00Z,CONFIRMED_FRAUD,RETAIL,device-0041,ip-hash-86,GB,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,b1a6e583-9c3c-4797-9a6d-2392a503e29e,txn-000062,1180.57,GHS,2025-01-01T09:01:00Z,CONFIRMED_FRAUD,GAMBLING,device-0035,ip-hash-67,US,MOBILE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,fdd04571-d21d-45f8-96c5-93c81cfa3bb7,txn-000063,375.43,USD,2025-01-01T23:30:00Z,FALSE_POSITIVE,RETAIL,device-0055,ip-hash-128,NG,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,215b6da3-fe6a-4cd5-ae18-656f9cccff21,txn-000064,568.52,USD,2025-01-01T21:39:00Z,FALSE_POSITIVE,CRYPTO,device-0043,ip-hash-99,GB,WEB,ANALYST,
550e8400-e29b-41d4-a716-446655440000,30cea6d7-9944-447e-8144-083d10a6dde2,txn-000065,786.24,GHS,2025-01-02T16:00:00Z,FALSE_POSITIVE,RETAIL,device-ring-3,ip-hash-151,GB,MOBILE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,332d4391-de83-44c7-8fcf-bd96fc38a1b0,txn-000066,835.7,USD,2025-01-02T16:30:00Z,CONFIRMED_LEGIT,RETAIL,device-0025,ip-hash-58,US,MOBILE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,215b6da3-fe6a-4cd5-ae18-656f9cccff21,txn-000067,5882.53,USD,2025-01-02T04:54:00Z,CONFIRMED_FRAUD,CRYPTO,device-0043,ip-hash-142,GH,MOBILE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,2c414825-d956-4334-bf48-a65407fd57d0,txn-000068,38.64,GHS,2025-01-02T07:27:00Z,FALSE_POSITIVE,GAMBLING,device-0014,ip-hash-179,GH,MOBILE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,30cea6d7-9944-447e-8144-083d10a6dde2,txn-000069,526.69,GHS,2025-01-01T13:40:00Z,FALSE_POSITIVE,RETAIL,device-ring-3,ip-hash-118,NG,WEB,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,86e0094f-5279-48e3-a13b-f12987e95aff,txn-000070,430.4,GHS,2025-01-02T04:42:00Z,FALSE_POSITIVE,RETAIL,device-0053,ip-hash-15,GH,MOBILE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,f8267589-1a41-4916-b7ca-bfcf5e52d3d1,txn-000071,380.91,USD,2025-01-02T02:40:00Z,FALSE_POSITIVE,RETAIL,device-0056,ip-hash-127,GH,WEB,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,1775dc9e-9865-4e26-a0c8-acb116041a0d,txn-000072,359.74,USD,2025-01-01T16:17:00Z,FALSE_POSITIVE,RETAIL,device-ring-4,ip-hash-127,US,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,2c414825-d956-4334-bf48-a65407fd57d0,txn-000073,242.19,USD,2025-01-02T12:48:00Z,FALSE_POSITIVE,CRYPTO,device-ring-2,ip-hash-58,GB,WEB,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,e90b1b8f-3351-4dca-a5f8-b21503d32f3c,txn-000074,136.01,GHS,2025-01-01T18:57:00Z,CONFIRMED_LEGIT,RETAIL,device-ring-1,ip-hash-14,GH,MOBILE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,037d7e27-561f-45f3-afc3-701fb3b395e7,txn-000075,795.81,USD,2025-01-02T02:30:00Z,FALSE_POSITIVE,GAMBLING,device-0028,ip-hash-48,GB,MOBILE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,018a0c3d-fd9a-4168-bd98-1a07a6f59d94,txn-000076,756.02,USD,2025-01-01T18:00:00Z,FALSE_POSITIVE,CRYPTO,device-0042,ip-hash-21,NG,MOBILE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,1775dc9e-9865-4e26-a0c8-acb116041a0d,txn-000077,115.72,GHS,2025-01-02T01:44:00Z,CONFIRMED_LEGIT,CRYPTO,device-ring-4,ip-hash-23,GH,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,20f0e7cc-7d31-4241-a64b-155f10a0f09c,txn-000078,404.48,GHS,2025-01-02T16:05:00Z,FALSE_POSITIVE,RETAIL,device-0023,ip-hash-64,GB,MOBILE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,12d237c4-a9a6-461f-8037-4ae8503c294d,txn-000079,723.99,GHS,2025-01-01T11:54:00Z,FALSE_POSITIVE,RETAIL,device-ring-1,ip-hash-93,NG,WEB,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,12d237c4-a9a6-461f-8037-4ae8503c294d,txn-000080,646.39,USD,2025-01-01T11:57:00Z,FALSE_POSITIVE,RETAIL,device-ring-1,ip-hash-7,US,MOBILE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,9fb41f44-a542-4548-b81f-23903eca4c43,txn-000081,858.75,GHS,2025-01-02T08:00:00Z,CONFIRMED_LEGIT,RETAIL,device-0045,ip-hash-34,GB,MOBILE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,63274ce6-b514-4acc-938e-00a9fee17e65,txn-000082,276.47,GHS,2025-01-02T00:12:00Z,CONFIRMED_LEGIT,RETAIL,device-0051,ip-hash-82,GB,WEB,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,97f5970a-a65b-4aa5-a77d-2f253e1628f0,txn-000083,355.56,GHS,2025-01-02T11:20:00Z,FALSE_POSITIVE,RETAIL,device-ring-1,ip-hash-42,GB,MOBILE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,f13dfd0b-f834-4127-8921-3259bec79f3a,txn-000084,191.47,USD,2025-01-01T21:50:00Z,FALSE_POSITIVE,RETAIL,device-0016,ip-hash-35,GB,WEB,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,b3f924eb-fe0e-4037-a028-90d8a51b4e92,txn-000085,674.44,GHS,2025-01-01T19:12:00Z,FALSE_POSITIVE,GAMBLING,device-0057,ip-hash-76,NG,WEB,ANALYST,
550e8400-e29b-41d4-a716-446655440000,f13dfd0b-f834-4127-8921-3259bec79f3a,txn-000086,183.28,USD,2025-01-02T16:35:00Z,FALSE_POSITIVE,RETAIL,device-ring-3,ip-hash-84,GH,WEB,ANALYST,
550e8400-e29b-41d4-a716-446655440000,ec4d73e7-ee0b-4bb0-b008-a279af0b962d,txn-000087,212.09,USD,2025-01-01T19:28:00Z,FALSE_POSITIVE,GAMBLING,device-0015,ip-hash-122,US,WEB,ANALYST,
550e8400-e29b-41d4-a716-446655440000,12d237c4-a9a6-461f-8037-4ae8503c294d,txn-000088,213.44,USD,2025-01-01T23:57:00Z,FALSE_POSITIVE,RETAIL,device-0002,ip-hash-96,US,WEB,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,f13dfd0b-f834-4127-8921-3259bec79f3a,txn-000089,599.96,USD,2025-01-02T07:28:00Z,FALSE_POSITIVE,RETAIL,device-0016,ip-hash-10,NG,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,12d237c4-a9a6-461f-8037-4ae8503c294d,txn-000090,2231.45,GHS,2025-01-01T15:25:00Z,CONFIRMED_FRAUD,CRYPTO,device-ring-1,ip-hash-105,NG,MOBILE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,30cea6d7-9944-447e-8144-083d10a6dde2,txn-000091,801.39,GHS,2025-01-03T05:00:00Z,CONFIRMED_FRAUD,CRYPTO,device-ring-3,ip-hash-170,US,MOBILE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,7d08bda6-3e20-4e30-b15e-621abb09b030,txn-000092,247.69,GHS,2025-01-01T17:06:00Z,FALSE_POSITIVE,CRYPTO,device-0010,ip-hash-191,NG,WEB,ANALYST,
550e8400-e29b-41d4-a716-446655440000,1c844898-e6be-4c71-a9be-b5438e1ec76b,txn-000093,896.98,USD,2025-01-02T00:52:00Z,FALSE_POSITIVE,RETAIL,device-ring-1,ip-hash-112,US,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,09b0bd1d-4a4e-462d-a873-b0e24a46ef44,txn-000094,4297.89,USD,2025-01-01T21:57:00Z,CONFIRMED_FRAUD,GAMBLING,device-0052,ip-hash-14,US,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,4d8b3598-a085-4e4c-b8d2-3535a7c0d8da,txn-000095,336.91,USD,2025-01-01T11:08:00Z,FALSE_POSITIVE,RETAIL,device-0036,ip-hash-134,US,MOBILE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,c2d52b65-7125-4c6c-81b5-f23a71f7f771,txn-000096,725.31,GHS,2025-01-01T09:35:00Z,FALSE_POSITIVE,CRYPTO,device-ring-4,ip-hash-81,GH,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,b3f924eb-fe0e-4037-a028-90d8a51b4e92,txn-000097,620.95,GHS,2025-01-02T03:12:00Z,FALSE_POSITIVE,CRYPTO,device-0057,ip-hash-158,US,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,4d8b3598-a085-4e4c-b8d2-3535a7c0d8da,txn-000098,3158.37,USD,2025-01-01T20:56:00Z,CONFIRMED_FRAUD,CRYPTO,device-0036,ip-hash-64,US,MOBILE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,86e0094f-5279-48e3-a13b-f12987e95aff,txn-000099,39.13,GHS,2025-01-01T12:54:00Z,FALSE_POSITIVE,GAMBLING,device-0053,ip-hash-141,NG,WEB,ANALYST,
550e8400-e29b-41d4-a716-446655440000,6f309483-3f61-4c23-bc27-5f07072a550a,txn-000100,353.34,USD,2025-01-02T00:30:00Z,FALSE_POSITIVE,RETAIL,device-0037,ip-hash-1,GB,WEB,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,037d7e27-561f-45f3-afc3-701fb3b395e7,txn-000101,703.08,USD,2025-01-01T21:20:00Z,FALSE_POSITIVE,RETAIL,device-ring-4,ip-hash-33,NG,WEB,ANALYST,
550e8400-e29b-41d4-a716-446655440000,97f5970a-a65b-4aa5-a77d-2f253e1628f0,txn-000102,456.39,GHS,2025-01-01T13:03:00Z,FALSE_POSITIVE,RETAIL,device-ring-1,ip-hash-200,GH,MOBILE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,b3f924eb-fe0e-4037-a028-90d8a51b4e92,txn-000103,856.03,USD,2025-01-03T00:48:00Z,FALSE_POSITIVE,RETAIL,device-0057,ip-hash-50,US,WEB,ANALYST,
550e8400-e29b-41d4-a716-446655440000,63274ce6-b514-4acc-938e-00a9fee17e65,txn-000104,152.77,GHS,2025-01-01T20:01:00Z,FALSE_POSITIVE,GAMBLING,device-0051,ip-hash-157,NG,MOBILE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,b3f924eb-fe0e-4037-a028-90d8a51b4e92,txn-000105,815.03,USD,2025-01-02T18:40:00Z,FALSE_POSITIVE,RETAIL,device-0057,ip-hash-152,NG,MOBILE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,20f0e7cc-7d31-4241-a64b-155f10a0f09c,txn-000106,1765.42,USD,2025-01-02T13:45:00Z,CONFIRMED_FRAUD,GAMBLING,device-0023,ip-hash-68,GH,MOBILE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,51d56839-d700-4085-bd1e-c895e83928cc,txn-000107,786.29,GHS,2025-01-01T22:08:00Z,FALSE_POSITIVE,RETAIL,device-0054,ip-hash-138,GB,WEB,ANALYST,
550e8400-e29b-41d4-a716-446655440000,c2d52b65-7125-4c6c-81b5-f23a71f7f771,txn-000108,521.74,USD,2025-01-02T01:50:00Z,CONFIRMED_LEGIT,RETAIL,device-0024,ip-hash-76,NG,WEB,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,fdd04571-d21d-45f8-96c5-93c81cfa3bb7,txn-000109,599.01,USD,2025-01-01T09:48:00Z,FALSE_POSITIVE,RETAIL,device-0055,ip-hash-39,NG,WEB,ANALYST,
550e8400-e29b-41d4-a716-446655440000,646cd16a-e8e5-4719-9c5f-cc1de6330925,txn-000110,47.76,USD,2025-01-01T18:54:00Z,FALSE_POSITIVE,RETAIL,device-0032,ip-hash-14,GH,WEB,ANALYST,
