tenant_id,customer_id,external_tx_id,amount,currency,tx_timestamp,merchant_category,merchant_id,device_id,ip_address_hash,location_country,channel,classification,source,notes
550e8400-e29b-41d4-a716-446655440000,05125ad5-15c9-4b08-8f94-3a158a9636a1,txn-000023,704.73,USD,2025-01-01T09:50:00Z,GAMBLING,,device-ring-1,ip-hash-112,NG,MOBILE,CONFIRMED_LEGIT,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,59ed957a-fe0e-467a-957b-ab52488ab67b,txn-000024,669.79,USD,2025-01-01T09:55:00Z,RETAIL,,device-ring-4,ip-hash-8,US,WEB,FALSE_POSITIVE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,732937f6-fa50-420c-8778-efd015c3e168,txn-000025,537.5,USD,2025-01-01T10:00:00Z,RETAIL,,device-009,ip-hash-141,US,MOBILE,FALSE_POSITIVE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,4b44cb40-7968-4b73-b617-def84ee1eabb,txn-000026,840.46,USD,2025-01-01T10:05:00Z,RETAIL,,device-006,ip-hash-8,NG,MOBILE,FALSE_POSITIVE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,dda85849-ac4b-4d0f-807f-7353fb334420,txn-000027,529.03,GHS,2025-01-01T10:10:00Z,RETAIL,,device-032,ip-hash-34,GH,WEB,FALSE_POSITIVE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,34b373cf-94d4-47d0-a264-7d20f4fc16e7,txn-000028,466.53,USD,2025-01-01T10:15:00Z,GAMBLING,,device-037,ip-hash-137,US,MOBILE,FALSE_POSITIVE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,9bccf3ab-6750-4a4b-af5f-c21986b54b2b,txn-000029,699.11,USD,2025-01-01T10:20:00Z,RETAIL,,device-ring-2,ip-hash-143,GH,WEB,FALSE_POSITIVE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,870e7114-6f54-4a8f-9781-b7f36ac66231,txn-000030,435.79,USD,2025-01-01T10:25:00Z,GAMBLING,,device-033,ip-hash-64,US,WEB,FALSE_POSITIVE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,4b44cb40-7968-4b73-b617-def84ee1eabb,txn-000031,506.87,GHS,2025-01-01T10:30:00Z,GAMBLING,,device-006,ip-hash-84,US,WEB,FALSE_POSITIVE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,dda85849-ac4b-4d0f-807f-7353fb334420,txn-000032,431.8,GHS,2025-01-01T10:35:00Z,CRYPTO,,device-032,ip-hash-144,US,WEB,FALSE_POSITIVE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,48c158f7-2fbb-44a8-8e67-c3b2c2c536c6,txn-000033,3485.34,USD,2025-01-01T10:40:00Z,GAMBLING,,device-ring-4,ip-hash-55,NG,MOBILE,CONFIRMED_FRAUD,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,5c88eade-5006-4127-9a89-090cd48e5dce,txn-000034,6261.85,USD,2025-01-01T10:45:00Z,RETAIL,,device-ring-3,ip-hash-102,GB,MOBILE,CONFIRMED_FRAUD,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,b2e12be3-69df-4da0-9a61-00763fb1e424,txn-000035,3418.59,USD,2025-01-01T10:50:00Z,CRYPTO,,device-ring-2,ip-hash-92,NG,MOBILE,CONFIRMED_FRAUD,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,5c88eade-5006-4127-9a89-090cd48e5dce,txn-000036,4190.52,GHS,2025-01-01T10:55:00Z,GAMBLING,,device-ring-3,ip-hash-133,NG,MOBILE,CONFIRMED_FRAUD,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,b2e12be3-69df-4da0-9a61-00763fb1e424,txn-000037,96.99,USD,2025-01-01T11:00:00Z,RETAIL,,device-ring-2,ip-hash-70,US,WEB,CONFIRMED_LEGIT,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,994ecb98-12bf-456d-ac71-00ed63da4fad,txn-000038,484.33,GHS,2025-01-01T11:05:00Z,RETAIL,,device-ring-3,ip-hash-23,NG,MOBILE,FALSE_POSITIVE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,9bccf3ab-6750-4a4b-af5f-c21986b54b2b,txn-000039,67.96,GHS,2025-01-01T11:10:00Z,CRYPTO,,device-ring-2,ip-hash-22,US,MOBILE,FALSE_POSITIVE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,05125ad5-15c9-4b08-8f94-3a158a9636a1,txn-000040,307.22,GHS,2025-01-01T11:15:00Z,RETAIL,,device-007,ip-hash-160,US,MOBILE,FALSE_POSITIVE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,aff77baa-f8d1-440e-9d72-d610bd25b1e0,txn-000041,872.38,GHS,2025-01-01T11:20:00Z,RETAIL,,device-ring-2,ip-hash-161,NG,MOBILE,CONFIRMED_LEGIT,ANALYST,
550e8400-e29b-41d4-a716-446655440000,bc1aa172-6917-4837-90dc-fbac6a4347f5,txn-000042,162.58,GHS,2025-01-01T11:25:00Z,RETAIL,,device-ring-4,ip-hash-10,GH,MOBILE,FALSE_POSITIVE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,dda85849-ac4b-4d0f-807f-7353fb334420,txn-000043,172.94,GHS,2025-01-01T11:30:00Z,RETAIL,,device-032,ip-hash-28,GB,WEB,FALSE_POSITIVE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,59ed957a-fe0e-467a-957b-ab52488ab67b,txn-000044,279.08,USD,2025-01-01T11:35:00Z,RETAIL,,device-ring-4,ip-hash-181,US,WEB,CONFIRMED_LEGIT,ANALYST,
550e8400-e29b-41d4-a716-446655440000,d4c4856f-04be-4eea-974f-c7104b982fb4,txn-000045,15.79,GHS,2025-01-01T11:40:00Z,RETAIL,,device-003,ip-hash-42,GH,MOBILE,FALSE_POSITIVE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,6d3cbed7-d60a-4c2a-87fc-b0cc83f7d5bb,txn-000046,604.48,GHS,2025-01-01T11:45:00Z,RETAIL,,device-ring-4,ip-hash-12,GB,MOBILE,FALSE_POSITIVE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,c3a7926e-fa89-484f-8e1e-5b46e6c6005b,txn-000047,239.13,GHS,2025-01-01T11:50:00Z,CRYPTO,,device-017,ip-hash-63,GH,WEB,FALSE_POSITIVE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,1e75f7de-4a54-432c-8a46-fc89fbdb7b4b,txn-000048,2812.6,USD,2025-01-01T11:55:00Z,GAMBLING,,device-ring-3,ip-hash-64,GH,MOBILE,CONFIRMED_FRAUD,ANALYST,
550e8400-e29b-41d4-a716-446655440000,de01a930-3760-46f6-aaa0-6d5343eb6978,txn-000049,4396.84,USD,2025-01-01T12:00:00Z,GAMBLING,,device-ring-1,ip-hash-22,US,WEB,CONFIRMED_FRAUD,ANALYST,
550e8400-e29b-41d4-a716-446655440000,358177b9-20c2-4b00-ba68-55985805620c,txn-000050,5262.18,GHS,2025-01-01T12:05:00Z,CRYPTO,,device-ring-4,ip-hash-188,US,MOBILE,CONFIRMED_FRAUD,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,34b373cf-94d4-47d0-a264-7d20f4fc16e7,txn-000051,640.93,USD,2025-01-01T12:10:00Z,CRYPTO,,device-037,ip-hash-22,GH,MOBILE,FALSE_POSITIVE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,5c88eade-5006-4127-9a89-090cd48e5dce,txn-000052,340.83,USD,2025-01-01T12:15:00Z,RETAIL,,device-ring-3,ip-hash-161,US,WEB,CONFIRMED_LEGIT,ANALYST,
550e8400-e29b-41d4-a716-446655440000,69d034c0-0f8e-4f2b-b81e-1af34432761b,txn-000053,65.89,USD,2025-01-01T12:20:00Z,CRYPTO,,device-000,ip-hash-169,GH,WEB,FALSE_POSITIVE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,f807dec4-19d5-4ea1-a4a4-58823419a68f,txn-000054,213.6,GHS,2025-01-01T12:25:00Z,GAMBLING,,device-ring-1,ip-hash-127,GB,MOBILE,FALSE_POSITIVE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,ccc4bb6f-f9dc-4f4f-9f4d-a697181a299d,txn-000055,556.43,USD,2025-01-01T12:30:00Z,RETAIL,,device-ring-3,ip-hash-85,NG,WEB,FALSE_POSITIVE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,5c8114de-e9a4-4828-8a5e-43064309d308,txn-000056,3739.25,USD,2025-01-01T12:35:00Z,CRYPTO,,device-036,ip-hash-178,US,WEB,CONFIRMED_FRAUD,ANALYST,
550e8400-e29b-41d4-a716-446655440000,870e7114-6f54-4a8f-9781-b7f36ac66231,txn-000057,420.91,USD,2025-01-01T12:40:00Z,GAMBLING,,device-033,ip-hash-80,GH,WEB,FALSE_POSITIVE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,ccc4bb6f-f9dc-4f4f-9f4d-a697181a299d,txn-000058,738.45,GHS,2025-01-01T12:45:00Z,CRYPTO,,device-ring-3,ip-hash-100,US,MOBILE,FALSE_POSITIVE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,34b373cf-94d4-47d0-a264-7d20f4fc16e7,txn-000059,5409.16,GHS,2025-01-01T12:50:00Z,GAMBLING,,device-037,ip-hash-34,NG,MOBILE,CONFIRMED_FRAUD,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,5c88eade-5006-4127-9a89-090cd48e5dce,txn-000060,808.24,USD,2025-01-01T12:55:00Z,RETAIL,,device-ring-3,ip-hash-126,GB,WEB,FALSE_POSITIVE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,732937f6-fa50-420c-8778-efd015c3e168,txn-000061,340.37,GHS,2025-01-01T13:00:00Z,RETAIL,,device-ring-2,ip-hash-193,NG,WEB,FALSE_POSITIVE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,cc5e94ad-a150-4f74-8ec3-eff7c5360a59,txn-000062,811.71,GHS,2025-01-01T13:05:00Z,RETAIL,,device-ring-2,ip-hash-100,GH,WEB,FALSE_POSITIVE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,c3a7926e-fa89-484f-8e1e-5b46e6c6005b,txn-000063,254.73,USD,2025-01-01T13:10:00Z,RETAIL,,device-017,ip-hash-64,NG,WEB,FALSE_POSITIVE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,d6e2346c-9d86-4bcb-9d90-7620db1b53e6,txn-000064,3052.1,GHS,2025-01-01T13:15:00Z,RETAIL,,device-020,ip-hash-142,US,MOBILE,CONFIRMED_FRAUD,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,48c158f7-2fbb-44a8-8e67-c3b2c2c536c6,txn-000065,678.14,USD,2025-01-01T13:20:00Z,RETAIL,,device-ring-4,ip-hash-141,US,MOBILE,FALSE_POSITIVE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,48c158f7-2fbb-44a8-8e67-c3b2c2c536c6,txn-000066,270.1,GHS,2025-01-01T13:25:00Z,RETAIL,,device-026,ip-hash-104,US,WEB,FALSE_POSITIVE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,98fbb92e-c90d-4e6a-8b20-8f73c53711ff,txn-000067,110.41,USD,2025-01-01T13:30:00Z,RETAIL,,device-035,ip-hash-54,GB,MOBILE,FALSE_POSITIVE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,ba771635-50ef-44f5-b882-81fa0d487271,txn-000068,406.61,USD,2025-01-01T13:35:00Z,RETAIL,,device-ring-3,ip-hash-45,NG,MOBILE,CONFIRMED_LEGIT,ANALYST,
550e8400-e29b-41d4-a716-446655440000,aff77baa-f8d1-440e-9d72-d610bd25b1e0,txn-000069,728.99,GHS,2025-01-01T13:40:00Z,RETAIL,,device-ring-2,ip-hash-99,GB,MOBILE,FALSE_POSITIVE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,c3a7926e-fa89-484f-8e1e-5b46e6c6005b,txn-000070,58.67,USD,2025-01-01T13:45:00Z,RETAIL,,device-017,ip-hash-176,US,MOBILE,FALSE_POSITIVE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,aff77baa-f8d1-440e-9d72-d610bd25b1e0,txn-000071,582.28,USD,2025-01-01T13:50:00Z,RETAIL,,device-ring-2,ip-hash-33,GH,WEB,FALSE_POSITIVE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,7fd55295-363c-4176-88a9-876a3800be5c,txn-000072,442.37,GHS,2025-01-01T13:55:00Z,RETAIL,,device-030,ip-hash-115,US,MOBILE,CONFIRMED_LEGIT,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,732937f6-fa50-420c-8778-efd015c3e168,txn-000073,6822.89,GHS,2025-01-01T14:00:00Z,GAMBLING,,device-009,ip-hash-22,GH,MOBILE,CONFIRMED_FRAUD,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,b2e12be3-69df-4da0-9a61-00763fb1e424,txn-000074,36.72,GHS,2025-01-01T14:05:00Z,RETAIL,,device-014,ip-hash-136,GB,MOBILE,FALSE_POSITIVE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,f807dec4-19d5-4ea1-a4a4-58823419a68f,txn-000075,849.36,USD,2025-01-01T14:10:00Z,RETAIL,,device-ring-1,ip-hash-3,NG,WEB,FALSE_POSITIVE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,d6e2346c-9d86-4bcb-9d90-7620db1b53e6,txn-000076,795.75,USD,2025-01-01T14:15:00Z,RETAIL,,device-ring-3,ip-hash-8,GB,WEB,FALSE_POSITIVE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,3ccffe7f-49d3-4714-ad46-beeb3096ec14,txn-000077,6274.55,USD,2025-01-01T14:20:00Z,CRYPTO,,device-ring-1,ip-hash-171,GB,WEB,CONFIRMED_FRAUD,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,358177b9-20c2-4b00-ba68-55985805620c,txn-000078,2829.72,USD,2025-01-01T14:25:00Z,GAMBLING,,device-031,ip-hash-2,NG,MOBILE,CONFIRMED_FRAUD,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,358177b9-20c2-4b00-ba68-55985805620c,txn-000079,282.61,USD,2025-01-01T14:30:00Z,GAMBLING,,device-ring-4,ip-hash-68,NG,MOBILE,CONFIRMED_LEGIT,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,358177b9-20c2-4b00-ba68-55985805620c,txn-000080,807.14,USD,2025-01-01T14:35:00Z,RETAIL,,device-031,ip-hash-153,US,WEB,FALSE_POSITIVE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,810e2dd3-abdb-4e34-9635-768329a8c141,txn-000081,4455.6,USD,2025-01-01T14:40:00Z,GAMBLING,,device-013,ip-hash-101,GB,WEB,CONFIRMED_FRAUD,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,05125ad5-15c9-4b08-8f94-3a158a9636a1,txn-000082,838.64,GHS,2025-01-01T14:45:00Z,RETAIL,,device-ring-1,ip-hash-9,NG,WEB,CONFIRMED_LEGIT,ANALYST,
550e8400-e29b-41d4-a716-446655440000,ba771635-50ef-44f5-b882-81fa0d487271,txn-000083,100.73,GHS,2025-01-01T14:50:00Z,RETAIL,,device-ring-3,ip-hash-32,US,WEB,FALSE_POSITIVE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,b100e8be-9af6-4828-9710-8607a20ae86f,txn-000084,390.91,GHS,2025-01-01T14:55:00Z,RETAIL,,device-ring-3,ip-hash-139,GB,MOBILE,FALSE_POSITIVE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,5c88eade-5006-4127-9a89-090cd48e5dce,txn-000085,428.66,GHS,2025-01-01T15:00:00Z,RETAIL,,device-ring-3,ip-hash-11,GB,MOBILE,FALSE_POSITIVE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,f807dec4-19d5-4ea1-a4a4-58823419a68f,txn-000086,58.62,GHS,2025-01-01T15:05:00Z,RETAIL,,device-ring-1,ip-hash-93,NG,WEB,FALSE_POSITIVE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,65ee485e-1512-419c-b769-54d0a3d50c48,txn-000087,645.82,USD,2025-01-01T15:10:00Z,RETAIL,,device-ring-1,ip-hash-185,GH,MOBILE,FALSE_POSITIVE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,4b44cb40-7968-4b73-b617-def84ee1eabb,txn-000088,861.23,GHS,2025-01-01T15:15:00Z,CRYPTO,,device-ring-1,ip-hash-111,GB,MOBILE,FALSE_POSITIVE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,9bccf3ab-6750-4a4b-af5f-c21986b54b2b,txn-000089,6565.65,USD,2025-01-01T15:20:00Z,GAMBLING,,device-011,ip-hash-156,US,WEB,CONFIRMED_FRAUD,ANALYST,
550e8400-e29b-41d4-a716-446655440000,aed6b8c0-185d-43f8-9992-caca9f8fbb60,txn-000090,704.68,USD,2025-01-01T15:25:00Z,RETAIL,,device-ring-4,ip-hash-64,GB,MOBILE,FALSE_POSITIVE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,65ee485e-1512-419c-b769-54d0a3d50c48,txn-000091,491.52,USD,2025-01-01T15:30:00Z,RETAIL,,device-ring-1,ip-hash-19,NG,MOBILE,FALSE_POSITIVE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,4b44cb40-7968-4b73-b617-def84ee1eabb,txn-000092,889.62,USD,2025-01-01T15:35:00Z,CRYPTO,,device-ring-1,ip-hash-107,GB,MOBILE,FALSE_POSITIVE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,e44d2b32-8770-4e67-a85e-8a7116423136,txn-000093,598.99,GHS,2025-01-01T15:40:00Z,RETAIL,,device-034,ip-hash-76,NG,WEB,FALSE_POSITIVE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,994ecb98-12bf-456d-ac71-00ed63da4fad,txn-000094,181.67,USD,2025-01-01T15:45:00Z,RETAIL,,device-ring-3,ip-hash-73,US,WEB,FALSE_POSITIVE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,59ed957a-fe0e-467a-957b-ab52488ab67b,txn-000095,223.62,USD,2025-01-01T15:50:00Z,RETAIL,,device-ring-4,ip-hash-168,GB,MOBILE,FALSE_POSITIVE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,69d034c0-0f8e-4f2b-b81e-1af34432761b,txn-000096,737.74,USD,2025-01-01T15:55:00Z,GAMBLING,,device-000,ip-hash-76,US,MOBILE,FALSE_POSITIVE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,cc5e94ad-a150-4f74-8ec3-eff7c5360a59,txn-000097,745.65,USD,2025-01-01T16:00:00Z,RETAIL,,device-ring-2,ip-hash-115,NG,MOBILE,FALSE_POSITIVE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,f71cf5a1-48c9-43ce-b73a-41f3bb6cc44a,txn-000098,316.68,GHS,2025-01-01T16:05:00Z,RETAIL,,device-038,ip-hash-37,GH,MOBILE,FALSE_POSITIVE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,65ee485e-1512-419c-b769-54d0a3d50c48,txn-000099,587.52,GHS,2025-01-01T16:10:00Z,RETAIL,,device-ring-1,ip-hash-105,NG,MOBILE,FALSE_POSITIVE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,b100e8be-9af6-4828-9710-8607a20ae86f,txn-000100,898.24,GHS,2025-01-01T16:15:00Z,CRYPTO,,device-ring-3,ip-hash-26,GB,MOBILE,CONFIRMED_FRAUD,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,e44d2b32-8770-4e67-a85e-8a7116423136,txn-000101,1731.24,GHS,2025-01-01T16:20:00Z,CRYPTO,,device-034,ip-hash-73,NG,WEB,CONFIRMED_FRAUD,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,b100e8be-9af6-4828-9710-8607a20ae86f,txn-000102,795.67,GHS,2025-01-01T16:25:00Z,RETAIL,,device-ring-3,ip-hash-165,US,WEB,FALSE_POSITIVE,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,59ed957a-fe0e-467a-957b-ab52488ab67b,txn-000103,737.02,USD,2025-01-01T16:30:00Z,RETAIL,,device-ring-4,ip-hash-104,NG,WEB,CONFIRMED_FRAUD,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,a7802210-ce09-4250-9ac3-150c8d7e1671,txn-000104,4174.75,USD,2025-01-01T16:35:00Z,CRYPTO,,device-008,ip-hash-147,NG,MOBILE,CONFIRMED_FRAUD,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,1e75f7de-4a54-432c-8a46-fc89fbdb7b4b,txn-000105,470.48,GHS,2025-01-01T16:40:00Z,CRYPTO,,device-ring-3,ip-hash-193,US,WEB,FALSE_POSITIVE,CHARGEBACK,
550e8400-e29b-41d4-a716-446655440000,65ee485e-1512-419c-b769-54d0a3d50c48,txn-000106,436.01,GHS,2025-01-01T16:45:00Z,RETAIL,,device-002,ip-hash-23,US,MOBILE,CONFIRMED_LEGIT,SYSTEM,
550e8400-e29b-41d4-a716-446655440000,59ed957a-fe0e-467a-957b-ab52488ab67b,txn-000107,178.91,USD,2025-01-01T16:50:00Z,RETAIL,,device-ring-4,ip-hash-103,US,WEB,FALSE_POSITIVE,ANALYST,
550e8400-e29b-41d4-a716-446655440000,05125ad5-15c9-4b08-8f94-3a158a9636a1,txn-000108,6815.36,USD,2025-01-01T16:55:00Z,CRYPTO,,device-ring-1,ip-hash-171,NG,MOBILE,CONFIRMED_FRAUD,ANALYST,
550e8400-e29b-41d4-a716-446655440000,f71cf5a1-48c9-43ce-b73a-41f3bb6cc44a,txn-000109,764.56,GHS,2025-01-01T17:00:00Z,GAMBLING,,device-038,ip-hash-79,US,WEB,FALSE_POSITIVE,ANALYST,
